No;Jenis BMN;Kode Barang;NUP;Nama Barang;;Merk;Kode1;Kode2;Kode3;ISBN1;ISBN2;ISBN3;Barcode1;Barcode2;Barcode3
4747;ASET TETAP LAINNYA;6010101001;2673;Monografi;Aktif;Kayu Naga,2008;K 899.213 RAM k;;;978-979-461-653-6;#N/A;#N/A;<00038310><00038311>;#N/A;#N/A
2871;ASET TETAP LAINNYA;6010101001;797;Monografi;Aktif;Keadilan Jender Perspektif Feminis  Muslim;U 899.210 72 HEA k;;;978-979-461-956-8;#N/A;#N/A;<00050917>;#N/A;#N/A
3304;ASET TETAP LAINNYA;6010101001;1230;Monografi;Aktif;Keadilan Jender Perspektif Feminis  Muslim;U 899.210 72 HEA k;;;978-979-461-956-8;#N/A;#N/A;<00050917>;#N/A;#N/A
4716;ASET TETAP LAINNYA;6010101001;2642;Monografi;Aktif;Kearifan Budaya dalam Kata. Edisi Revisi;U 306.44 RAH k;;;978-979-450-614-1;#N/A;#N/A;<00039352><00039353>;#N/A;#N/A
6197;ASET TETAP LAINNYA;6010101001;4123;Monografi;Aktif;Kearifan Budaya dalam Kata. Edisi Revisi;U 306.44 RAH k;;;978-979-450-614-1;#N/A;#N/A;<00039352><00039353>;#N/A;#N/A
7421;ASET TETAP LAINNYA;6010101001;5347;Monografi;Aktif;Kebahasaan Pengarang: Kunjana Rahardi Penerbit: Er;U 499.221  8 RAH d;U 499.21 RAH s;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4235;ASET TETAP LAINNYA;6010101001;2161;Monografi;Aktif;Kebebasan Kreatif Menurut Nikolay Berdiayev:;U 291.17 KLE k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7730;ASET TETAP LAINNYA;6010101001;5656;Monografi;Aktif;Kebebasan Kreatif Menurut Nikolay Berdiayev:;U 291.17 KLE k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7555;ASET TETAP LAINNYA;6010101001;5481;Monografi;Aktif;Keberangkatan (Cover Baru) Pengarang: N.H Dini Pen;K 813 DIN k;;;978-979-22-5836-3;#N/A;#N/A;<00063828>;#N/A;#N/A
7157;ASET TETAP LAINNYA;6010101001;5083;Monografi;Aktif;Kebijakan 1001 pantun,2009;K 899.211 GAW k;;;978-979-709-337-2;#N/A;#N/A;<00043090>;#N/A;#N/A
7341;ASET TETAP LAINNYA;6010101001;5267;Monografi;Aktif;Kebijakan 1001 pantun,2009;K 899.211 GAW k;;;978-979-709-337-2;#N/A;#N/A;<00043090>;#N/A;#N/A
2730;ASET TETAP LAINNYA;6010101001;656;Monografi;Aktif;Kebudayaan di Nusantara;U 306.598 SED k;U 306 SED k;U 306.231 SED k;978-602-9402-41-4;;978-602-9402-41-4;<00064007><00064006>;<00050847>;<00036529><00036530>
7738;ASET TETAP LAINNYA;6010101001;5664;Monografi;Aktif;Kebudayaan di Nusantara;U 306.598 SED k;U 306 SED k;U 306.231 SED k;978-602-9402-41-4;;978-602-9402-41-4;<00064007><00064006>;<00050847>;<00036529><00036530>
7703;ASET TETAP LAINNYA;6010101001;5629;Monografi;Aktif;Kees de boot;U 404.2 BOT s;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5445;ASET TETAP LAINNYA;6010101001;3371;Monografi;Aktif;Keir Elam;U 808.2 ELA s;U 401.41 ELA s;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5921;ASET TETAP LAINNYA;6010101001;3847;Monografi;Aktif;Kejatuhan Sriwijaya Kebangkitan Malaka;U 959.801 WOL k;;;978-602-9402-90-2;#N/A;#N/A;<00064407><00064325>;#N/A;#N/A
7591;ASET TETAP LAINNYA;6010101001;5517;Monografi;Aktif;Kejatuhan Sriwijaya Kebangkitan Malaka;U 959.801 WOL k;;;978-602-9402-90-2;#N/A;#N/A;<00064407><00064325>;#N/A;#N/A
3973;ASET TETAP LAINNYA;6010101001;1899;Monografi;Aktif;Kelas kata dlm Bhs Ind;U 499.215 KRI k;;;979-403-085-6;#N/A;#N/A;<00001538><00001539>;#N/A;#N/A
3100;ASET TETAP LAINNYA;6010101001;1026;Monografi;Aktif;Kemahiran Berbahasa Indonesia Untuk Perguruan Ting;U 499.210 7 KEM k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6548;ASET TETAP LAINNYA;6010101001;4474;Monografi;Aktif;Kemahiran Berbahasa Indonesia Untuk Perguruan Ting;U 499.210 7 KEM k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5618;ASET TETAP LAINNYA;6010101001;3544;Monografi;Aktif;Kembalikan Damai Untuk Kami - Esai-Esai Sosial-Sas;U 899.214 MAN k;;;ISBN 978-979-25-4854;#N/A;#N/A;<00050051><00050078>;#N/A;#N/A
6861;ASET TETAP LAINNYA;6010101001;4787;Monografi;Aktif;Kembalikan Damai Untuk Kami - Esai-Esai Sosial-Sas;U 899.214 MAN k;;;ISBN 978-979-25-4854;#N/A;#N/A;<00050051><00050078>;#N/A;#N/A
3199;ASET TETAP LAINNYA;6010101001;1125;Monografi;Aktif;Kepada Bung Karno;K 899.211 SIM k;;;ISBN 978-979-461-894;#N/A;#N/A;<00048943><00048937>;#N/A;#N/A
7706;ASET TETAP LAINNYA;6010101001;5632;Monografi;Aktif;Kepada Bung Karno;K 899.211 SIM k;;;ISBN 978-979-461-894;#N/A;#N/A;<00048943><00048937>;#N/A;#N/A
3581;ASET TETAP LAINNYA;6010101001;1507;Monografi;Aktif;Kepulauan Nusantara: Kisah Perjalanan, Kajian Manu;U 306.598 WAL k;;;978-602-9402-99-5;#N/A;#N/A;<00064095><00064075>;#N/A;#N/A
8530;ASET TETAP LAINNYA;6010101001;6456;Monografi;Aktif;Kepulauan Nusantara: Kisah Perjalanan, Kajian Manu;U 306.598 WAL k;;;978-602-9402-99-5;#N/A;#N/A;<00064095><00064075>;#N/A;#N/A
8449;ASET TETAP LAINNYA;6010101001;6375;Monografi;Aktif;Kesalak Subagyo;U 499.231 110 7 WAR n;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3388;ASET TETAP LAINNYA;6010101001;1314;Monografi;Aktif;Kesantunan Berbahasa;U 401.9 CHA k;U 306.44 CHA k;PB 401.293 YAY k;978-979-518-995-4;978-979-518-995-4;978-979-069-091-2;<00032087><00032088><00066869>;<00047038>;<00058480>
8942;ASET TETAP LAINNYA;6010101001;6868;Monografi;Aktif;Kesantunan Berbahasa;U 401.9 CHA k;U 306.44 CHA k;PB 401.293 YAY k;978-979-518-995-4;978-979-518-995-4;978-979-069-091-2;<00032087><00032088><00066869>;<00047038>;<00058480>
2911;ASET TETAP LAINNYA;6010101001;837;Monografi;Aktif;Keterampilan Membaca;U 499.218 4 TAR m;;;979-404-483-0;#N/A;#N/A;<00001004><00001003>;#N/A;#N/A
2930;ASET TETAP LAINNYA;6010101001;856;Monografi;Aktif;Keterampilan Membaca;U 499.218 4 TAR m;;;979-404-483-0;#N/A;#N/A;<00001004><00001003>;#N/A;#N/A
4712;ASET TETAP LAINNYA;6010101001;2638;Monografi;Aktif;Keterampilan Membaca;U 499.218 4 TAR m;;;979-404-483-0;#N/A;#N/A;<00001004><00001003>;#N/A;#N/A
7886;ASET TETAP LAINNYA;6010101001;5812;Monografi;Aktif;Keterampilan Membaca;U 499.218 4 TAR m;;;979-404-483-0;#N/A;#N/A;<00001004><00001003>;#N/A;#N/A
4672;ASET TETAP LAINNYA;6010101001;2598;Monografi;Aktif;Keterampilan Membaca Cerdas;U 499.218 4 ERM k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7342;ASET TETAP LAINNYA;6010101001;5268;Monografi;Aktif;Keterampilan Membaca Cerdas;U 499.218 4 ERM k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7914;ASET TETAP LAINNYA;6010101001;5840;Monografi;Aktif;Keterampilan Membaca Cerdas;U 499.218 4 ERM k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8873;ASET TETAP LAINNYA;6010101001;6799;Monografi;Aktif;Keterampilan Membaca Cerdas;U 499.218 4 ERM k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2647;ASET TETAP LAINNYA;6010101001;573;Monografi;Aktif;Ketoprak;U 745.958 2 LIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5913;ASET TETAP LAINNYA;6010101001;3839;Monografi;Aktif;Ketoprak;U 745.958 2 LIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3960;ASET TETAP LAINNYA;6010101001;1886;Monografi;Aktif;Ketrampilan Berbahasa;U 499.221 8 SUA k;;;978-602-425-373-8;#N/A;#N/A;<00064281><00064268>;#N/A;#N/A
6689;ASET TETAP LAINNYA;6010101001;4615;Monografi;Aktif;Ketrampilan Berbahasa;U 499.221 8 SUA k;;;978-602-425-373-8;#N/A;#N/A;<00064281><00064268>;#N/A;#N/A
3151;ASET TETAP LAINNYA;6010101001;1077;Monografi;Aktif;Kewarganegaraan Demokratis:  Dalam Sorotan Filsafa;U 320.01 KEW k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3231;ASET TETAP LAINNYA;6010101001;1157;Monografi;Aktif;Kewarganegaraan Demokratis:  Dalam Sorotan Filsafa;U 320.01 KEW k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2956;ASET TETAP LAINNYA;6010101001;882;Monografi;Aktif;Khresna Mencari Raga: Mengenang Kehadiran Fransisk;U 920 KRI k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7994;ASET TETAP LAINNYA;6010101001;5920;Monografi;Aktif;Khresna Mencari Raga: Mengenang Kehadiran Fransisk;U 920 KRI k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4268;ASET TETAP LAINNYA;6010101001;2194;Monografi;Aktif;Kiat Jitu Menulis dan Menerbitkan Buku Pengarang:;U 808.02 LEO k;;;9,78979E+12;#N/A;#N/A;<00057634>;#N/A;#N/A
6328;ASET TETAP LAINNYA;6010101001;4254;Monografi;Aktif;Kiat Jitu Menulis Skripsi, Tesis, Disertasi Pengar;U 372.623 011 LEO k;;;978-602-241-564-0;#N/A;#N/A;<00063848>;#N/A;#N/A
8412;ASET TETAP LAINNYA;6010101001;6338;Monografi;Aktif;Kiat Jitu Menulis Skripsi, Tesis, Disertasi Pengar;U 372.623 011 LEO k;;;978-602-241-564-0;#N/A;#N/A;<00063848>;#N/A;#N/A
5724;ASET TETAP LAINNYA;6010101001;3650;Monografi;Aktif;Kiat Menulis Artikel Ilmiah;U 808.27 SAN k;;;ISBN 978-602-262-221;#N/A;#N/A;<00053001><00052851>;#N/A;#N/A
8469;ASET TETAP LAINNYA;6010101001;6395;Monografi;Aktif;Kiat Menulis Artikel Ilmiah;U 808.27 SAN k;;;ISBN 978-602-262-221;#N/A;#N/A;<00053001><00052851>;#N/A;#N/A
4577;ASET TETAP LAINNYA;6010101001;2503;Monografi;Aktif;Kidung Tantri;U 899.231 072 SOE k;;;ISBN 978-979-461-841;#N/A;#N/A;<00048350><00048351><00074414>;#N/A;#N/A
8736;ASET TETAP LAINNYA;6010101001;6662;Monografi;Aktif;Kidung Tantri;U 899.231 072 SOE k;;;ISBN 978-979-461-841;#N/A;#N/A;<00048350><00048351><00074414>;#N/A;#N/A
2913;ASET TETAP LAINNYA;6010101001;839;Monografi;Aktif;Kisah Tanah Jawa;K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3117;ASET TETAP LAINNYA;6010101001;1043;Monografi;Aktif;Kisah Tanah Jawa;K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4955;ASET TETAP LAINNYA;6010101001;2881;Monografi;Aktif;Kisah Tanah Jawa;K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5524;ASET TETAP LAINNYA;6010101001;3450;Monografi;Aktif;Kisah Tanah Jawa;K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7793;ASET TETAP LAINNYA;6010101001;5719;Monografi;Aktif;Kisah Tanah Jawa;K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8423;ASET TETAP LAINNYA;6010101001;6349;Monografi;Aktif;Kisah Tanah Jawa;K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2193;ASET TETAP LAINNYA;6010101001;119;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2502;ASET TETAP LAINNYA;6010101001;428;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3103;ASET TETAP LAINNYA;6010101001;1029;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3487;ASET TETAP LAINNYA;6010101001;1413;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3563;ASET TETAP LAINNYA;6010101001;1489;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4004;ASET TETAP LAINNYA;6010101001;1930;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4317;ASET TETAP LAINNYA;6010101001;2243;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5128;ASET TETAP LAINNYA;6010101001;3054;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5182;ASET TETAP LAINNYA;6010101001;3108;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5298;ASET TETAP LAINNYA;6010101001;3224;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6229;ASET TETAP LAINNYA;6010101001;4155;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6345;ASET TETAP LAINNYA;6010101001;4271;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7081;ASET TETAP LAINNYA;6010101001;5007;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7122;ASET TETAP LAINNYA;6010101001;5048;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7479;ASET TETAP LAINNYA;6010101001;5405;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7538;ASET TETAP LAINNYA;6010101001;5464;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8042;ASET TETAP LAINNYA;6010101001;5968;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8126;ASET TETAP LAINNYA;6010101001;6052;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8693;ASET TETAP LAINNYA;6010101001;6619;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8882;ASET TETAP LAINNYA;6010101001;6808;Monografi;Aktif;"Kisah Tanah Jawa; Jagat Lelembut";K 398.209 598 2 KIS k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3517;ASET TETAP LAINNYA;6010101001;1443;Monografi;Aktif;Kitab Kriitk Sastra Penerbit: Obor;U 899.210 9 MAH s;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7250;ASET TETAP LAINNYA;6010101001;5176;Monografi;Aktif;Kitab Kriitk Sastra Penerbit: Obor;U 899.210 9 MAH s;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3276;ASET TETAP LAINNYA;6010101001;1202;Monografi;Aktif;Kitab Kritik Sastra;U 899.210 9 MAH k;;;ISBN 978-979-461-926;#N/A;#N/A;<00048725><00048727><00055346><'00057004>;#N/A;#N/A
5560;ASET TETAP LAINNYA;6010101001;3486;Monografi;Aktif;Kitab Kritik Sastra;U 899.210 9 MAH k;;;ISBN 978-979-461-926;#N/A;#N/A;<00048725><00048727><00055346><'00057004>;#N/A;#N/A
4503;ASET TETAP LAINNYA;6010101001;2429;Monografi;Aktif;Kitab Lengkap Tokoh-Tokoh Wayang dan Silsilahnya;U 791.53 SUC k;;;ISBN: 979-168-489-8;#N/A;#N/A;<00050168><00050827><00063934><00063912>;#N/A;#N/A
5525;ASET TETAP LAINNYA;6010101001;3451;Monografi;Aktif;Kitab Lengkap Tokoh-Tokoh Wayang dan Silsilahnya;U 791.53 SUC k;;;ISBN: 979-168-489-8;#N/A;#N/A;<00050168><00050827><00063934><00063912>;#N/A;#N/A
5945;ASET TETAP LAINNYA;6010101001;3871;Monografi;Aktif;Kitab Primbon Jawa;U 133 GUN k;;;ISBN 978-979-168-148;#N/A;#N/A;<00048969><00048970>;#N/A;#N/A
6376;ASET TETAP LAINNYA;6010101001;4302;Monografi;Aktif;Kitab Primbon Jawa;U 133 GUN k;;;ISBN 978-979-168-148;#N/A;#N/A;<00048969><00048970>;#N/A;#N/A
4431;ASET TETAP LAINNYA;6010101001;2357;Monografi;Aktif;Kitab Super Lengkap Peribahasa dan Pantun Indonesi;U 398.9 KIT k;;;ISBN 978-602-73649-0;#N/A;#N/A;<00050046>;#N/A;#N/A
5577;ASET TETAP LAINNYA;6010101001;3503;Monografi;Aktif;Kitab Super Lengkap Peribahasa dan Pantun Indonesi;U 398.9 KIT k;;;ISBN 978-602-73649-0;#N/A;#N/A;<00050046>;#N/A;#N/A
4038;ASET TETAP LAINNYA;6010101001;1964;Monografi;Aktif;Kolita 13 Konfrensi Linguistik Tahunan;U 410.06 KOL k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8253;ASET TETAP LAINNYA;6010101001;6179;Monografi;Aktif;Kolita 13 Konfrensi Linguistik Tahunan;U 499.210 6 KOL k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2150;ASET TETAP LAINNYA;6010101001;76;Monografi;Aktif;Kolita 14 Konfrensi Linguistik Tahunan;U 499.210 6 KOL k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2246;ASET TETAP LAINNYA;6010101001;172;Monografi;Aktif;Kolita 14 Konfrensi Linguistik Tahunan;U 499.210 6 KOL k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2668;ASET TETAP LAINNYA;6010101001;594;Monografi;Aktif;KOLITA 2019 Penerbit: Atmajaya;U 410.06 KOL k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5248;ASET TETAP LAINNYA;6010101001;3174;Monografi;Aktif;Komet Minor;K 899.221 3 LIY k;;;978-602-062-3993;#N/A;#N/A;<00057610><00057638><00064230><00064288>;#N/A;#N/A
8740;ASET TETAP LAINNYA;6010101001;6666;Monografi;Aktif;Komet Minor;K 899.221 3 LIY k;;;978-602-062-3993;#N/A;#N/A;<00057610><00057638><00064230><00064288>;#N/A;#N/A
6430;ASET TETAP LAINNYA;6010101001;4356;Monografi;Aktif;Komet Minor Pengarang: Tere Liye Penerbit: Gramedi;K 899.221 3 LIY k;;;978-602-062-3993;#N/A;#N/A;<00057610><00057638><00064230><00064288>;#N/A;#N/A
8661;ASET TETAP LAINNYA;6010101001;6587;Monografi;Aktif;Komik Master;U 899.21 BON k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2215;ASET TETAP LAINNYA;6010101001;141;Monografi;Aktif;Komunikasi Antar Budaya;U 302.2 KOM k;;;ISBN 979-514-782-X;#N/A;#N/A;<00048359><00048358>;#N/A;#N/A
8170;ASET TETAP LAINNYA;6010101001;6096;Monografi;Aktif;Komunikasi Antar Budaya;U 302.2 KOM k;;;ISBN 979-514-782-X;#N/A;#N/A;<00048359><00048358>;#N/A;#N/A
3946;ASET TETAP LAINNYA;6010101001;1872;Monografi;Aktif;Komunikasi Antar Budaya di Era Budaya Siber Pengar;U 306.4 NA k;;;978-602-9413-48-9-30;#N/A;#N/A;<00057641>;#N/A;#N/A
7638;ASET TETAP LAINNYA;6010101001;5564;Monografi;Aktif;Komunikasi Fatis Di Kalangan Penutur Jati Bahasa I;U 499.218 24 JUM k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8544;ASET TETAP LAINNYA;6010101001;6470;Monografi;Aktif;Komunikasi Fatis Di Kalangan Penutur Jati Bahasa I;U 499.218 24 JUM k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2856;ASET TETAP LAINNYA;6010101001;782;Monografi;Aktif;Komunikasi Naratif Paradigma, Analisis, Dan Aplika;U 402.2 SOB k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7121;ASET TETAP LAINNYA;6010101001;5047;Monografi;Aktif;Komunikasi Naratif Paradigma, Analisis, Dan Aplika;U 402.2 SOB k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3878;ASET TETAP LAINNYA;6010101001;1804;Monografi;Aktif;Komunikasi Peradaban;U 302.2 SYA k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4233;ASET TETAP LAINNYA;6010101001;2159;Monografi;Aktif;Komunikasi Peradaban;U 302.2 SYA k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2912;ASET TETAP LAINNYA;6010101001;838;Monografi;Aktif;Semiotika Komunikasi;U 401.41 SOB s;;;;#N/A;#N/A;<00048666><00048664>;#N/A;#N/A
4539;ASET TETAP LAINNYA;6010101001;2465;Monografi;Aktif;Konsep Tindak Tutur Komunikasi;U 306.44 IBR k;;;;#N/A;#N/A;<00016615><00016616>;#N/A;#N/A
7161;ASET TETAP LAINNYA;6010101001;5087;Monografi;Aktif;Konsep Tindak Tutur Komunikasi;U 306.44 IBR k;;;;#N/A;#N/A;<00016615><00016616>;#N/A;#N/A
2567;ASET TETAP LAINNYA;6010101001;493;Monografi;Aktif;Konsierto di Kyoto;K 899.211 PAT k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7179;ASET TETAP LAINNYA;6010101001;5105;Monografi;Aktif;Konsierto di Kyoto;K 899.211 PAT k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
6886;ASET TETAP LAINNYA;6010101001;4812;Monografi;Aktif;Korespondensi Bahasa Indonesia;U 808.02 SUR k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7114;ASET TETAP LAINNYA;6010101001;5040;Monografi;Aktif;Korespondensi Bahasa Indonesia;U 808.02 SUR k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
7226;ASET TETAP LAINNYA;6010101001;5152;Monografi;Aktif;Korespondensi Indonesia;U 808.02 SUR k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8426;ASET TETAP LAINNYA;6010101001;6352;Monografi;Aktif;Korespondensi Indonesia;U 808.02 SUR k;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
8964;ASET TETAP LAINNYA;6020101002;4;Alat Musik Modern/Band;Aktif;Korg Pa600 Keyboard;-;;;;;;;;
3567;ASET TETAP LAINNYA;6010101001;1493;Monografi;Aktif;Korrie Layun;U 928.9 KEN k;;;978-602-5805-41-7;#N/A;#N/A;<00051989><00051965>;#N/A;#N/A
6165;ASET TETAP LAINNYA;6010101001;4091;Monografi;Aktif;Korrie Layun;U 928.9 KEN k;;;978-602-5805-41-7;#N/A;#N/A;<00051989><00051965>;#N/A;#N/A
5704;ASET TETAP LAINNYA;6010101001;3630;Monografi;Aktif;Kosakata Dalam AL-Quran;U 418 KOJ k;;;ISBN 978-602-5562-13;#N/A;#N/A;<00053023><00053031>;#N/A;#N/A
5962;ASET TETAP LAINNYA;6010101001;3888;Monografi;Aktif;Kosakata Dalam AL-Quran;U 418 KOJ k;;;ISBN 978-602-5562-13;#N/A;#N/A;<00053023><00053031>;#N/A;#N/A
3996;ASET TETAP LAINNYA;6010101001;1922;Monografi;Aktif;Kozok,Jkt:YOI,2006;U 899.29 KOZ k;;;979-461-603-6;#N/A;#N/A;<00056551>;#N/A;#N/A
8276;ASET TETAP LAINNYA;6010101001;6202;Monografi;Aktif;Kozok,Jkt:YOI,2006;U 899.29 KOZ k;;;979-461-603-6;#N/A;#N/A;<00056551>;#N/A;#N/A
2221;ASET TETAP LAINNYA;6010101001;147;Monografi;Aktif;KPG, 2006;U 306.261 1 PIC b;;;979-91-00585;#N/A;#N/A;<00016053>;#N/A;#N/A
2671;ASET TETAP LAINNYA;6010101001;597;Monografi;Aktif;KPG, 2006;U 306.261 1 PIC b;;;979-91-00585;#N/A;#N/A;<00016053>;#N/A;#N/A
2991;ASET TETAP LAINNYA;6010101001;917;Monografi;Aktif;KPG, 2006;U 306.261 1 PIC b;;;979-91-00585;#N/A;#N/A;<00016053>;#N/A;#N/A
7887;ASET TETAP LAINNYA;6010101001;5813;Monografi;Aktif;KPG, 2006;U 306.261 1 PIC b;;;979-91-00585;#N/A;#N/A;<00016053>;#N/A;#N/A
4489;ASET TETAP LAINNYA;6010101001;2415;Monografi;Aktif;Kridalaksana H, Depok;U 499.215 SUD h;;;;#N/A;#N/A;<00003053>;#N/A;#N/A
7005;ASET TETAP LAINNYA;6010101001;4931;Monografi;Aktif;Kridalaksana H, Depok;U 499.215 SUD h;;;;#N/A;#N/A;<00003053>;#N/A;#N/A
3845;ASET TETAP LAINNYA;6010101001;1771;Monografi;Aktif;Kridalaksana H.,Depok UI;U 499.215 SUD h;;;;#N/A;#N/A;<00003053>;#N/A;#N/A
8407;ASET TETAP LAINNYA;6010101001;6333;Monografi;Aktif;Kridalaksana H.,Depok UI;U 499.215 SUD h;;;;#N/A;#N/A;<00003053>;#N/A;#N/A
4790;ASET TETAP LAINNYA;6010101001;2716;Monografi;Aktif;Kritik Sastra Tempatan;U 899.210 9 SAN k;;;ISBN 978-602-1222-35;#N/A;#N/A;<00048949><00048948>;#N/A;#N/A
7274;ASET TETAP LAINNYA;6010101001;5200;Monografi;Aktif;Kritik Sastra Tempatan;U 899.210 9 SAN k;;;ISBN 978-602-1222-35;#N/A;#N/A;<00048949><00048948>;#N/A;#N/A
5788;ASET TETAP LAINNYA;6010101001;3714;Monografi;Aktif;Kuil Di Dasar Laut, Sebuah Novel;K 899.213 SUY k;;;ISBN: 978-979-25-484;#N/A;#N/A;<00050297>;#N/A;#N/A
